Proizvod;Mesec_pruzanja_usluge;Jedinicna_cena;Broj_transakcija;Fakturisan_iznos;Fakturisan_korigovan_iznos;Naplacen_iznos;Kumulativ_naplacenih_iznosa;Nenaplacen_iznos;Nenaplacen_korigovan_iznos;Storniran_iznos_u_tekucem_mesecu_iz_perioda_pracenja;Otkazan_iznos;Kumulativ_otkazanih_iznosa;Iznos_za_prenos_sredstava*;Provajder
S_5232_SLA_5232SLA                      ;2024-09;150;918;137700;137700;2700;132300;5400;5400;0;0;0;3240;NTHMedia_S
S_5232_SLA1_5232SLA1                    ;2024-09;200;497;99400;99400;2800;98000;1400;1400;0;0;0;3360;NTHMedia_S
S_5232_SLA2_5232SLA2                    ;2024-09;300;227;68100;68100;1800;67200;900;900;0;0;0;2160;NTHMedia_S
S_5232_SLA3_5232SLA3                    ;2024-09;580;141;81780;81780;1740;78300;3480;3480;0;0;0;2088;NTHMedia_S
S_5232_SLA4_5232SLA4                    ;2024-09;800;36;28800;28800;0;26400;2400;2400;0;0;0;0;NTHMedia_S
S_5332_RATE_5332SmsRateUnicredit        ;2024-09;6;3426;20556;20556;420;20370;186;186;0;0;0;504;NTHMedia_S
S_5332_STA_5332UnicreditUpitStanja      ;2024-09;6;1519;9114;9114;18;9042;72;72;0;0;0;21.6;NTHMedia_S
S_7008_TAROT247_NTHTarot247             ;2024-09;50;33;1650;1650;0;1650;0;0;0;0;0;0;NTHMedia_S
O_1030_STOPHOT_1030HOT                  ;2024-10;5;2;10;10;0;5;5;5;0;0;0;0;NTHMedia_S
O_1030_STOPSPA_1030SPA                  ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_1123_STOPFV_1123FV                    ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1123_STOPMV_1123MV                    ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_1518_STOPPUZLE_1518PUZLE              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1550_STOPGRAND_GRAND                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGAMERS_1553GAMERS            ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGAMMA_1553GAMMA              ;2024-10;5;9;45;45;20;40;5;5;0;0;0;24;NTHMedia_S
O_1553_STOPMEV_1553Mev                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPTOP_1553Top                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPVID_1553VID                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPXONE_1553XONE                ;2024-10;5;157;785;785;160;765;20;20;0;0;0;192;NTHMedia_S
O_1554_STOPAPC_1554APC                  ;2024-10;5;1698;8490;8490;1065;8290;200;200;0;0;0;1278;NTHMedia_S
O_1554_STOPEVG_1554EVG                  ;2024-10;5;21;105;105;15;95;10;10;0;0;0;18;NTHMedia_S
O_1554_STOPFB_1554FB                    ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPGIRLS_1554GIRLS              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPIGRAJ_1554IGRAJ              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPJPLAY_1554JPLAY              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPLESLOVE_1554LESLOVE          ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_1554_STOPOK_1554OK                    ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPPUSSY_NTHPussylicious        ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPRRR_1554RRR                  ;2024-10;5;2;10;10;5;10;0;0;0;0;0;6;NTHMedia_S
O_1554_STOPTONE_1554TONE                ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPTUBE_1554TUBE                ;2024-10;5;366;1830;1830;330;1755;75;75;0;0;0;396;NTHMedia_S
O_1556_STOPAE_1556AE                    ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_1556_STOPCRZ_1556CRZ                  ;2024-10;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPFUN_1556FUN                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPGAMI_1556GAMI                ;2024-10;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPRAPID_1556RAPID              ;2024-10;5;397;1985;1985;300;1935;50;50;0;0;0;360;NTHMedia_S
O_1617_STOPDOMACE_1617NTHDomace         ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_1666_STOPFUN_NTHfun1666               ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_1666_STOPGOLD1_NTHGold1               ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_2778_STOPEROV2_2778Erov2              ;2024-10;5;33;165;165;50;155;10;10;0;0;0;60;NTHMedia_S
O_2778_STOPEROV3_2778Erov3              ;2024-10;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_4010_STOPCON_4010CON                  ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_4011_STOPBRAIN_4011BRAIN              ;2024-10;5;43;215;215;55;205;10;10;0;0;0;66;NTHMedia_S
O_4016_STOPOCISTI_4016OCISTI            ;2024-10;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4025_STOPFB_4025FB                    ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4025_STOPTH_4025TH                    ;2024-10;5;66;330;330;80;315;15;15;0;0;0;96;NTHMedia_S
O_4091_STOPMS_4091MS                    ;2024-10;5;544;2720;2720;385;2610;110;110;0;0;0;462;NTHMedia_S
O_4092_STOPASTRO_4092ASTRO              ;2024-10;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4092_STOPGAMI_4092GAMI                ;2024-10;5;291;1455;1455;270;1400;55;55;0;0;0;324;NTHMedia_S
O_4092_STOPM360_4092M360                ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_4093_STOPSTREAM_4093STREAM            ;2024-10;5;217;1085;1085;290;1060;25;25;0;0;0;348;NTHMedia_S
O_4094_STOPABC_4094ABC                  ;2024-10;5;39;195;195;25;190;5;5;0;0;0;30;NTHMedia_S
O_4094_STOPHUB_4094HUB                  ;2024-10;5;596;2980;2980;370;2895;85;85;0;0;0;444;NTHMedia_S
O_4094_STOPIGRAJ_4094IGRAJ              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4098_STOPAAA_4098AAA                  ;2024-10;5;4;20;20;10;20;0;0;0;0;0;12;NTHMedia_S
O_4272_STOPSM_4272SM                    ;2024-10;5;1240;6200;6200;790;6035;165;165;0;0;0;948;NTHMedia_S
O_4505_STOPAUGIE_4505AUGIE              ;2024-10;5;9;45;45;10;45;0;0;0;0;0;12;NTHMedia_S
O_4516_STOPASTRO_4516ASTRO              ;2024-10;5;4;20;20;5;15;5;5;0;0;0;6;NTHMedia_S
O_4516_STOPDANCE_4516DANCE              ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPFUN_4516FUN                  ;2024-10;5;3;15;15;10;15;0;0;0;0;0;12;NTHMedia_S
O_4516_STOPIQ_4516IQ                    ;2024-10;5;9;45;45;0;45;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPKLICK_4516KLICK              ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPLOL_4516LOL                  ;2024-10;5;1;5;5;0;0;5;5;0;0;0;0;NTHMedia_S
O_4516_STOPPIC_4516PIC                  ;2024-10;5;8;40;40;15;40;0;0;0;0;0;18;NTHMedia_S
O_4516_STOPSPICY_4516SPICY              ;2024-10;5;78;390;390;85;380;10;10;0;0;0;102;NTHMedia_S
O_4516_STOPWELL_4516WELL                ;2024-10;5;3;15;15;5;15;0;0;0;0;0;6;NTHMedia_S
O_4557_STOPHUB_4557HUB                  ;2024-10;5;2;10;10;5;10;0;0;0;0;0;6;NTHMedia_S
O_4820_STOPAW_4820AW                    ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_4822_STOPKC_4822KC                    ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_5060_STOPFC_5060FC                    ;2024-10;5;213;1065;1065;165;1040;25;25;0;0;0;198;NTHMedia_S
O_5200_STOPGAM_5200GAM                  ;2024-10;5;192;960;960;155;940;20;20;0;0;0;186;NTHMedia_S
O_5200_STOPMOV_5200MOV                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_5225_STOPAP_5225AP                    ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_5225_STOPFC_5225FC                    ;2024-10;5;25;125;125;20;125;0;0;0;0;0;24;NTHMedia_S
O_5225_STOPGET_5225GET                  ;2024-10;5;10;50;50;15;45;5;5;0;0;0;18;NTHMedia_S
O_5444_STOPCF_5444CF                    ;2024-10;5;7;35;35;5;30;5;5;0;0;0;6;NTHMedia_S
O_5444_STOPPT_5444PT                    ;2024-10;5;14;70;70;10;70;0;0;0;0;0;12;NTHMedia_S
O_5791_STOPMMG_5791MMG                  ;2024-10;5;6;30;30;0;25;5;5;0;0;0;0;NTHMedia_S
O_5791_STOPMMV_5791MMV                  ;2024-10;5;2;10;10;5;10;0;0;0;0;0;6;NTHMedia_S
O_5791_STOPQCS_5791QCS                  ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_5791_STOPUGZ_5791UGZ                  ;2024-10;5;3;15;15;5;15;0;0;0;0;0;6;NTHMedia_S
O_5792_STOPPFL_5792PFL                  ;2024-10;5;4;20;20;5;20;0;0;0;0;0;6;NTHMedia_S
O_5807_STOPBMS_5807BMS                  ;2024-10;5;136;680;680;115;665;15;15;0;0;0;138;NTHMedia_S
O_5807_STOPBT_5807BT                    ;2024-10;5;252;1260;1260;130;1225;35;35;0;0;0;156;NTHMedia_S
O_5807_STOPGYM_5807GYM                  ;2024-10;5;12;60;60;10;60;0;0;0;0;0;12;NTHMedia_S
O_5807_STOPYC_5807YC                    ;2024-10;5;563;2815;2815;360;2745;70;70;0;0;0;432;NTHMedia_S
O_6310_STOPIGRAJ_6310IGRAJ              ;2024-10;5;1;5;5;5;5;0;0;0;0;0;6;NTHMedia_S
O_8807_STOPTK7_8807TK7                  ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_8809_STOPSKUEEDIO_8809SKUEEDIO        ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_1123_MX_1123MX                        ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_1554_OK_1554OK                        ;2024-10;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
R_2778_EROV2_2778Erov2                  ;2024-10;5;39;195;195;50;190;5;5;0;0;0;60;NTHMedia_S
R_2778_EROV3_2778Erov3                  ;2024-10;5;8;40;40;0;35;5;5;0;0;0;0;NTHMedia_S
R_5807_BMS_5807BMS                      ;2024-10;5;5;25;25;0;25;0;0;0;0;0;0;NTHMedia_S
R_8807_TK15_8807TK15                    ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_8807_TK7_8807TK7                      ;2024-10;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
S___1030HOT                             ;2024-10;150;258;38700;38700;2700;36000;2700;2700;0;0;0;3240;NTHMedia_S
S___1030LET                             ;2024-10;300;97;29100;29100;2400;29100;0;0;0;0;0;2880;NTHMedia_S
S___1030SPA                             ;2024-10;300;12;3600;3600;0;3600;0;0;0;0;0;0;NTHMedia_S
S___1123FT                              ;2024-10;150;25;3750;3750;0;3750;0;0;0;0;0;0;NTHMedia_S
S___1123FV                              ;2024-10;150;66;9900;9900;0;9900;0;0;0;0;0;0;NTHMedia_S
S___1123GA                              ;2024-10;150;9;1350;1350;1350;1350;0;0;0;0;0;1620;NTHMedia_S
S___1123HV                              ;2024-10;150;45;6750;6750;1350;5400;1350;1350;0;0;0;1620;NTHMedia_S
S___1123MV                              ;2024-10;150;197;29550;29550;2700;28200;1350;1350;0;0;0;3240;NTHMedia_S
S___1123MX                              ;2024-10;150;238;35700;35700;2250;35700;0;0;0;0;0;2700;NTHMedia_S
S___1518IGRA                            ;2024-10;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___1553GAMMA                           ;2024-10;300;356;106800;106800;31200;99300;7500;7500;0;0;0;37440;NTHMedia_S
S___1553Hd                              ;2024-10;150;83;12450;12450;4050;11100;1350;1350;0;0;0;4860;NTHMedia_S
S___1553OCISTI                          ;2024-10;300;174;52200;52200;7200;47100;5100;5100;0;0;0;8640;NTHMedia_S
S___1553VID                             ;2024-10;150;11;1650;1650;0;1650;0;0;0;0;0;0;NTHMedia_S
S___1553XONE                            ;2024-10;150;4338;650700;650700;123600;622950;27750;27750;0;0;0;148320;NTHMedia_S
S___1554AA                              ;2024-10;150;24;3600;3600;2400;3600;0;0;0;0;0;2880;NTHMedia_S
S___1554APC                             ;2024-10;300;11179;3353700;3353700;507300;3210600;143100;143100;0;0;0;608760;NTHMedia_S
S___1554EVG                             ;2024-10;150;31;4650;4650;1350;4650;0;0;0;0;0;1620;NTHMedia_S
S___1554FB                              ;2024-10;300;15;4500;4500;0;4500;0;0;0;0;0;0;NTHMedia_S
S___1554Gutanje                         ;2024-10;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554Hit                             ;2024-10;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554Horny                           ;2024-10;150;10;1500;1500;0;1500;0;0;0;0;0;0;NTHMedia_S
S___1554JPLAY                           ;2024-10;150;26;3900;3900;1500;3900;0;0;0;0;0;1800;NTHMedia_S
S___1554MOV                             ;2024-10;150;163;24450;24450;4800;24150;300;300;0;0;0;5760;NTHMedia_S
S___1554Puta                            ;2024-10;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554RRR                             ;2024-10;150;700;105000;105000;15750;98700;6300;6300;0;0;0;18900;NTHMedia_S
S___1554Selfi                           ;2024-10;150;4;600;600;600;600;0;0;0;0;0;720;NTHMedia_S
S___1554Sise                            ;2024-10;150;8;1200;1200;1200;1200;0;0;0;0;0;1440;NTHMedia_S
S___1554Top                             ;2024-10;150;5;750;750;0;750;0;0;0;0;0;0;NTHMedia_S
S___1554TUBE                            ;2024-10;150;3032;454800;454800;99750;437700;17100;17100;0;0;0;119700;NTHMedia_S
S___1554UGZ                             ;2024-10;300;5;1500;1500;0;1500;0;0;0;0;0;0;NTHMedia_S
S___1554VID                             ;2024-10;300;17;5100;5100;1200;5100;0;0;0;0;0;1440;NTHMedia_S
S___1554Vruca                           ;2024-10;150;2;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___1554XPORN                           ;2024-10;150;8;1200;1200;600;1200;0;0;0;0;0;720;NTHMedia_S
S___1556CRZ                             ;2024-10;150;52;7800;7800;1950;6450;1350;1350;0;0;0;2340;NTHMedia_S
S___1556PLAY                            ;2024-10;300;42;12600;12600;3600;11400;1200;1200;0;0;0;4320;NTHMedia_S
S___1556RAPID                           ;2024-10;150;4876;731400;731400;129300;702150;29250;29250;0;0;0;155160;NTHMedia_S
S___1556TOP                             ;2024-10;300;4;1200;1200;0;0;1200;1200;0;0;0;0;NTHMedia_S
S___1617NTHDomace                       ;2024-10;150;191;28650;28650;5850;27900;750;750;0;0;0;7020;NTHMedia_S
S___2229BusWapLand                      ;2024-10;80;5;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S___2229TXTMania                        ;2024-10;15;668;10020;10020;1335;9810;210;210;0;0;0;1602;NTHMedia_S
S___2229WapLandClub                     ;2024-10;90;161;14490;14490;1890;13950;540;540;0;0;0;2268;NTHMedia_S
S___2229WapLandClub18                   ;2024-10;50;5;250;250;0;250;0;0;0;0;0;0;NTHMedia_S
S___2229WapLandClub19                   ;2024-10;75;5;375;375;0;375;0;0;0;0;0;0;NTHMedia_S
S___2229WapLandKids11                   ;2024-10;90;77;6930;6930;990;6930;0;0;0;0;0;1188;NTHMedia_S
S___2229WapLandKids27                   ;2024-10;150;20;3000;3000;750;3000;0;0;0;0;0;900;NTHMedia_S
S___2345sedmica                         ;2024-10;35;4;140;140;140;140;0;0;0;0;0;168;NTHMedia_S
S___2778Erov2                           ;2024-10;300;59;17700;17700;4200;14700;3000;3000;0;0;0;5040;NTHMedia_S
S___2778Erov3                           ;2024-10;500;5;2500;2500;0;2000;500;500;0;0;0;0;NTHMedia_S
S___4011BRAIN                           ;2024-10;150;2573;385950;385950;62400;357750;28200;28200;0;0;0;74880;NTHMedia_S
S___4011MEMO                            ;2024-10;150;9;1350;1350;1350;1350;0;0;0;0;0;1620;NTHMedia_S
S___4014HID                             ;2024-10;300;32;9600;9600;3000;9600;0;0;0;0;0;3600;NTHMedia_S
S___4016OCISTI                          ;2024-10;300;86;25800;25800;1200;19500;6300;6300;0;0;0;1440;NTHMedia_S
S___4016RIPPLE                          ;2024-10;150;1;150;150;150;150;0;0;0;0;0;180;NTHMedia_S
S___4025FB                              ;2024-10;150;361;54150;54150;9000;52800;1350;1350;0;0;0;10800;NTHMedia_S
S___4025TH                              ;2024-10;300;198;59400;59400;9000;57900;1500;1500;0;0;0;10800;NTHMedia_S
S___4091MS                              ;2024-10;300;6778;2033400;2033400;362100;1916400;117000;117000;0;0;0;434520;NTHMedia_S
S___4092ASTRO                           ;2024-10;300;114;34200;34200;6600;31200;3000;3000;0;0;0;7920;NTHMedia_S
S___4092GAMI                            ;2024-10;300;1595;478500;478500;84900;454500;24000;24000;0;0;0;101880;NTHMedia_S
S___4092M360                            ;2024-10;300;615;184500;184500;33600;174000;10500;10500;0;0;0;40320;NTHMedia_S
S___4092PLAY                            ;2024-10;300;98;29400;29400;6600;27900;1500;1500;0;0;0;7920;NTHMedia_S
S___4093STREAM                          ;2024-10;150;1716;257400;257400;56250;246150;11250;11250;0;0;0;67500;NTHMedia_S
S___4094ABC                             ;2024-10;150;442;66300;66300;13200;63900;2400;2400;0;0;0;15840;NTHMedia_S
S___4094HUB                             ;2024-10;150;7498;1124700;1124700;174000;1076550;48150;48150;0;0;0;208800;NTHMedia_S
S___4272SM                              ;2024-10;300;7851;2355300;2355300;402300;2239500;115800;115800;0;0;0;482760;NTHMedia_S
S___4505AUGIE                           ;2024-10;300;69;20700;20700;3300;18600;2100;2100;0;0;0;3960;NTHMedia_S
S___4514AA                              ;2024-10;150;8;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___4514BA                              ;2024-10;300;4;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___4514CLUBEX                          ;2024-10;150;6;900;900;0;900;0;0;0;0;0;0;NTHMedia_S
S___4516ASTRO                           ;2024-10;150;115;17250;17250;3600;13500;3750;3750;0;0;0;4320;NTHMedia_S
S___4516CLEAN                           ;2024-10;150;35;5250;5250;300;5250;0;0;0;0;0;360;NTHMedia_S
S___4516DANCE                           ;2024-10;150;129;19350;19350;2550;18150;1200;1200;0;0;0;3060;NTHMedia_S
S___4516IQ                              ;2024-10;150;950;142500;142500;25800;133350;9150;9150;0;0;0;30960;NTHMedia_S
S___4516KLICK                           ;2024-10;150;534;80100;80100;9750;75900;4200;4200;0;0;0;11700;NTHMedia_S
S___4516LOL                             ;2024-10;150;65;9750;9750;1050;7650;2100;2100;0;0;0;1260;NTHMedia_S
S___4516LUNA                            ;2024-10;150;20;3000;3000;1500;3000;0;0;0;0;0;1800;NTHMedia_S
S___4516PIC                             ;2024-10;150;775;116250;116250;18900;112200;4050;4050;0;0;0;22680;NTHMedia_S
S___4516SPICY                           ;2024-10;150;2238;335700;335700;75300;316800;18900;18900;0;0;0;90360;NTHMedia_S
S___4516WELL                            ;2024-10;150;171;25650;25650;9000;24150;1500;1500;0;0;0;10800;NTHMedia_S
S___4516WOW                             ;2024-10;150;111;16650;16650;1800;13500;3150;3150;0;0;0;2160;NTHMedia_S
S___4557HUB                             ;2024-10;150;346;51900;51900;9450;48150;3750;3750;0;0;0;11340;NTHMedia_S
S___4800FB                              ;2024-10;150;40;6000;6000;1350;6000;0;0;0;0;0;1620;NTHMedia_S
S___4800ON                              ;2024-10;150;5;750;750;0;750;0;0;0;0;0;0;NTHMedia_S
S___4820AW                              ;2024-10;150;584;87600;87600;14100;75600;12000;12000;0;0;0;16920;NTHMedia_S
S___4822KC                              ;2024-10;300;28;8400;8400;300;8400;0;0;0;0;0;360;NTHMedia_S
S___5060FC                              ;2024-10;300;768;230400;230400;33600;221700;8700;8700;0;0;0;40320;NTHMedia_S
S___5200GAM                             ;2024-10;150;2622;393300;393300;75900;374250;19050;19050;0;0;0;91080;NTHMedia_S
S___5225AP                              ;2024-10;150;118;17700;17700;6000;14550;3150;3150;0;0;0;7200;NTHMedia_S
S___5225FC                              ;2024-10;150;4573;685950;685950;130950;642600;43350;43350;0;0;0;157140;NTHMedia_S
S___5225GET                             ;2024-10;300;1016;304800;304800;56400;280200;24600;24600;0;0;0;67680;NTHMedia_S
S___5444CF                              ;2024-10;300;1030;309000;309000;42900;280200;28800;28800;0;0;0;51480;NTHMedia_S
S___5444PT                              ;2024-10;300;1158;347400;347400;49200;325200;22200;22200;0;0;0;59040;NTHMedia_S
S___5530APPSFACTORY                     ;2024-10;150;221;33150;33150;4950;33150;0;0;0;0;0;5940;NTHMedia_S
S___5530FUN                             ;2024-10;150;18;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S___5530GAMESBOX                        ;2024-10;150;14;2100;2100;0;1800;300;300;0;0;0;0;NTHMedia_S
S___5789CRZ                             ;2024-10;150;138;20700;20700;4050;20700;0;0;0;0;0;4860;NTHMedia_S
S___5791MMG                             ;2024-10;300;427;128100;128100;17400;113400;14700;14700;0;0;0;20880;NTHMedia_S
S___5791MMV                             ;2024-10;300;351;105300;105300;24600;90300;15000;15000;0;0;0;29520;NTHMedia_S
S___5791QCS                             ;2024-10;300;379;113700;113700;12300;99000;14700;14700;0;0;0;14760;NTHMedia_S
S___5791UGZ                             ;2024-10;300;480;144000;144000;26400;127200;16800;16800;0;0;0;31680;NTHMedia_S
S___5792PFL                             ;2024-10;300;9;2700;2700;600;2700;0;0;0;0;0;720;NTHMedia_S
S___5807BMS                             ;2024-10;150;1144;171600;171600;23550;166800;4800;4800;0;0;0;28260;NTHMedia_S
S___5807BT                              ;2024-10;150;2473;370950;370950;45150;358350;12600;12600;0;0;0;54180;NTHMedia_S
S___5807GYM                             ;2024-10;150;19;2850;2850;450;2850;0;0;0;0;0;540;NTHMedia_S
S___5807YC                              ;2024-10;150;8583;1287450;1287450;204600;1237050;50400;50400;0;0;0;245520;NTHMedia_S
S___7008Sat                             ;2024-10;150;19;2850;2850;0;2850;0;0;0;0;0;0;NTHMedia_S
S___7008Sex                             ;2024-10;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___8807TK10                            ;2024-10;50;8;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S___8807TK13                            ;2024-10;50;85;4250;4250;400;4250;0;0;0;0;0;480;NTHMedia_S
S___8807TK14                            ;2024-10;50;8;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S___8807TK2                             ;2024-10;50;32;1600;1600;0;800;800;800;0;0;0;0;NTHMedia_S
S___8807TK7                             ;2024-10;50;4;200;200;0;200;0;0;0;0;0;0;NTHMedia_S
S___8809SKUEEDIO                        ;2024-10;300;3;900;900;0;900;0;0;0;0;0;0;NTHMedia_S
S___GRAND                               ;2024-10;50;195;9750;9750;2050;9750;0;0;0;0;0;2460;NTHMedia_S
S___NTHfun1666                          ;2024-10;300;40;12000;12000;0;10500;1500;1500;0;0;0;0;NTHMedia_S
S___NTHigre                             ;2024-10;300;5;1500;1500;1500;1500;0;0;0;0;0;1800;NTHMedia_S
S_1030_FUK_1030FUK                      ;2024-10;750;21;15750;15750;4500;14250;1500;1500;0;0;0;5400;NTHMedia_S
S_1441__NthChat                         ;2024-10;150;1632;244800;244800;43350;205050;39750;39750;0;0;0;52020;NTHMedia_S
S_1553_BAL_1553BAL                      ;2024-10;150;58;8700;8700;750;6450;2250;2250;0;0;0;900;NTHMedia_S
S_1553_ISTINA_1553ISTINA                ;2024-10;150;1;150;150;0;150;0;0;0;0;0;0;NTHMedia_S
S_1553_KUL_KUL                          ;2024-10;100;3;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_1553_KZV_1553KZV                      ;2024-10;300;1690;507000;507000;133800;490500;16500;16500;0;0;0;160560;NTHMedia_S
S_1554_TKN_1554TKN                      ;2024-10;300;291;87300;87300;19500;83100;4200;4200;0;0;0;23400;NTHMedia_S
S_1554_VIA_1554VIA                      ;2024-10;600;402;241200;241200;25800;229200;12000;12000;0;0;0;30960;NTHMedia_S
S_1556_DA_1556DA                        ;2024-10;5;2;10;10;5;10;0;0;0;0;0;6;NTHMedia_S
S_1556_TAT1_1556TAT1                    ;2024-10;200;27;5400;5400;200;5200;200;200;0;0;0;240;NTHMedia_S
S_1556_TAT2_1556TAT2                    ;2024-10;300;216;64800;64800;11100;62100;2700;2700;0;0;0;13320;NTHMedia_S
S_1556_TLS1_1556TLS1                    ;2024-10;100;138;13800;13800;4100;12800;1000;1000;0;0;0;4920;NTHMedia_S
S_1556_TLS2_1556TLS2                    ;2024-10;150;5;750;750;150;600;150;150;0;0;0;180;NTHMedia_S
S_1556_TLS3_1556TLS3                    ;2024-10;200;56;11200;11200;5800;11200;0;0;0;0;0;6960;NTHMedia_S
S_1556_TLS4_1556TLS4                    ;2024-10;300;79;23700;23700;1800;22500;1200;1200;0;0;0;2160;NTHMedia_S
S_1556_TLS5_1556TLS5                    ;2024-10;150;27;4050;4050;150;4050;0;0;0;0;0;180;NTHMedia_S
S_1556_TLS6_1556TLS6                    ;2024-10;300;4;1200;1200;300;1200;0;0;0;0;0;360;NTHMedia_S
S_1556_TLS7_1556TLS7                    ;2024-10;350;2;700;700;0;700;0;0;0;0;0;0;NTHMedia_S
S_1617_SEX_1617SEX                      ;2024-10;750;41;30750;30750;6750;29250;1500;1500;0;0;0;8100;NTHMedia_S
S_1617_TIK_1617TIK                      ;2024-10;750;4;3000;3000;0;2250;750;750;0;0;0;0;NTHMedia_S
S_1665_SYM_1665SYM                      ;2024-10;450;10;4500;4500;450;4500;0;0;0;0;0;540;NTHMedia_S
S_1668_AKTIVIRAJ_1668AKTIVIRAJ          ;2024-10;1250;28;35000;35000;8750;31250;3750;3750;0;0;0;10500;NTHMedia_S
S_2778_ANDEO_2778ANDEO                  ;2024-10;450;151;67950;67950;17100;66150;1800;1800;0;0;0;20520;NTHMedia_S
S_2778_CODE_2778CODE                    ;2024-10;75;5;375;375;0;375;0;0;0;0;0;0;NTHMedia_S
S_2778_GO_2778GO                        ;2024-10;180;34;6120;6120;0;6120;0;0;0;0;0;0;NTHMedia_S
S_2778_KEY_2778KEY                      ;2024-10;400;1;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S_2778_LEN_2778LEN                      ;2024-10;450;11;4950;4950;900;4950;0;0;0;0;0;1080;NTHMedia_S
